id,area_sqft,lot_size_sqft,bedrooms,stories,parking_spaces,house_age_years,distance_to_city_km,school_quality_index,crime_index,price,total_rooms,yard_size_sqft,space_per_room,area_FB Area,area_NayaNazimabad,area_NorthNazimabad,area_PECHS
15737,2060,3333,4,3,2,1,3.66,9.1,8.64,508617.0,6,1273,294.2857142857143,0,0,0,1
15738,1988,6195,3,2,0,18,7.24,6.72,4.98,446558.0,5,4207,331.3333333333333,0,1,0,0
15739,1840,4779,4,1,4,9,7.32,6.952173913043478,4.98,545831.0,7,2939,230.0,0,0,1,0
15740,400,1313,1,1,2,17,11.81,5.42,5.5,151351.0,2,913,133.33333333333334,0,0,1,0
15741,963,1955,2,2,2,8,15.33,8.96,5.41,258369.0,4,992,192.6,0,0,0,0
15742,1860,3872,2,3,1,29,24.36,6.84,6.26,361997.0,3,2012,465.0,0,0,1,0
15743,2170,5446,3,1,3,26,3.16,6.952173913043478,4.98,512788.0,5,3276,361.6666666666667,0,0,0,1
15744,1974,5246,3,3,2,2,12.87,6.952173913043478,6.88,529151.0,6,3272,282.0,0,0,0,1
15745,1265,1735,2,2,1,40,15.7,7.48,7.04,234155.0,3,470,316.25,1,0,0,0
15746,2362,4731,5,2,0,13,22.79,7.25,6.24,507108.0,9,2369,236.2,1,0,0,0
15747,2689,6644,4,2,1,23,0.51,9.16,6.74,682979.0,8,3955,298.77777777777777,0,0,0,1
15748,2363,3545,5,1,1,18,4.97,4.84,2.21,359410.0,10,1182,214.8181818181818,1,0,0,0
15749,2394,4242,3,2,0,18,7.69,7.22,4.98,538424.0,5,1848,399.0,0,0,1,0
15750,1464,1817,3,2,0,60,5.99,6.952173913043478,7.44,310640.0,5,353,244.0,0,0,0,1
15751,2446,4712,5,3,2,15,6.1,7.59,6.46,616329.0,10,2266,222.36363636363637,0,0,1,0
15752,1887,2884,4,2,0,40,0.48,6.952173913043478,4.98,428950.0,7,997,235.875,0,0,0,1
15753,2107,5121,4,1,2,4,7.86,10.0,7.26,594979.0,8,3014,234.11111111111111,0,0,0,1
15754,2019,5033,3,2,1,50,1.13,6.952173913043478,4.98,421923.0,5,3014,336.5,0,0,0,1
15755,1727,4883,4,2,4,7,6.67,10.0,6.44,432544.0,6,3156,246.71428571428572,0,0,0,1
15756,1284,3530,2,3,1,66,1.8,7.49,5.54,301877.0,3,2246,321.0,0,0,0,0
15757,1751,3225,2,3,0,8,7.06,6.952173913043478,7.18,411378.0,3,1474,437.75,0,0,0,0
15759,1535,3503,3,1,1,3,1.06,6.952173913043478,3.59,384923.0,5,1968,255.83333333333334,0,0,0,1
15760,2336,7852,5,2,3,5,1.29,7.26,4.57,767641.0,9,5516,233.6,0,0,1,0
15761,2242,3902,4,1,2,1,0.2,6.952173913043478,3.69,602826.0,7,1660,280.25,0,1,0,0
15762,1621,3847,3,1,2,5,16.42,6.952173913043478,2.74,498749.0,5,2226,270.1666666666667,0,0,0,0
15763,2633,3500,3,3,1,6,11.36,6.72,4.77,387638.0,5,867,438.8333333333333,1,0,0,0
15764,1587,5412,3,1,1,3,4.53,7.15,2.32,426528.0,5,3825,264.5,0,0,0,1
15765,2706,7003,5,1,0,21,11.12,10.0,4.92,538143.0,10,4297,246.0,0,0,0,1
15766,2060,4459,4,3,1,34,14.23,6.952173913043478,4.32,581605.0,7,2399,257.5,0,0,1,0
15767,1790,2342,2,3,2,9,1.36,6.952173913043478,4.6,372829.0,3,552,447.5,0,0,0,1
15769,1747,2391,2,3,0,12,7.47,6.952173913043478,4.22,414304.0,3,644,436.75,0,0,0,1
15771,1045,1822,1,3,1,10,6.28,5.3,1.0,303650.0,2,777,348.3333333333333,0,0,1,0
15772,1669,4184,2,3,0,6,5.8,7.31,4.75,328134.0,4,2515,333.8,0,1,0,0
15773,1318,4344,2,3,2,12,2.98,5.13,5.88,386814.0,3,3026,329.5,0,0,1,0
15774,2152,4211,5,1,0,6,12.59,6.952173913043478,2.5,566737.0,9,2059,215.2,0,0,0,0
15775,2584,8705,4,1,1,7,1.95,6.952173913043478,8.0,557507.0,8,6121,287.1111111111111,0,0,0,1
15776,1064,1418,1,3,2,0,2.66,9.32,4.98,213073.0,2,354,354.6666666666667,1,0,0,0
15777,2827,9333,3,1,1,36,0.55,6.952173913043478,6.91,486558.0,5,6506,471.1666666666667,0,0,0,1
15778,1723,5193,3,3,2,7,5.22,7.51,4.98,379395.0,5,3470,287.1666666666667,0,0,0,1
15779,1215,1820,2,2,3,24,5.21,4.9,2.02,316759.0,3,605,303.75,0,0,1,0
15780,2255,4598,3,2,1,10,1.88,8.13,5.16,596909.0,5,2343,375.8333333333333,0,0,1,0
15781,1532,4322,3,3,0,6,0.95,8.52,4.98,423969.0,6,2790,218.85714285714286,0,0,0,1
15782,1751,3089,3,2,0,21,20.38,6.45,8.0,316355.0,6,1338,250.14285714285714,0,0,0,1
15783,1557,3796,2,3,1,4,4.03,6.952173913043478,3.16,422421.0,3,2239,389.25,0,0,0,1
15784,1310,1951,2,1,0,55,1.2,9.1,5.94,258994.0,3,641,327.5,0,0,0,1
15785,2234,4630,5,2,1,6,2.04,4.18,7.67,572261.0,9,2396,223.4,0,0,1,0
15786,1628,2148,3,3,1,1,6.99,9.17,6.34,334545.0,5,520,271.3333333333333,1,0,0,0
15787,938,1754,1,1,2,27,24.2,5.28,2.68,244262.0,2,816,312.6666666666667,0,0,1,0
15788,2131,4982,3,3,1,3,18.33,10.0,4.98,469202.0,5,2851,355.1666666666667,0,1,0,0
15789,1077,3082,2,1,0,32,7.8,8.56,4.46,262882.0,3,2005,269.25,0,0,0,1
15791,2516,5662,3,1,1,27,1.06,8.04,4.98,586644.0,5,3146,419.3333333333333,0,0,0,0
15792,1082,2067,2,2,0,6,5.8,6.952173913043478,7.34,339079.0,3,985,270.5,0,0,1,0
15793,410,970,1,3,3,29,8.85,6.952173913043478,4.15,157486.0,2,560,136.66666666666666,0,0,0,1
15794,2174,2611,4,1,1,9,2.03,8.0,4.52,687641.0,7,437,271.75,0,1,0,0
15795,1618,5329,2,3,0,73,9.33,6.68,4.37,269462.0,3,3711,404.5,1,0,0,0
15796,1669,3499,3,1,0,11,4.9,7.9,1.0,376429.0,5,1830,278.1666666666667,0,0,0,1
15797,1611,4939,4,1,0,21,13.46,6.952173913043478,5.32,397257.0,7,3328,201.375,0,0,0,1
15798,1939,4489,4,3,0,1,24.36,8.89,5.2,565532.0,7,2550,242.375,0,0,0,0
15799,1348,2661,3,1,0,13,12.62,7.99,2.84,401602.0,5,1313,224.66666666666666,0,0,0,1
15800,2686,6372,4,2,1,33,1.04,8.44,6.88,502482.0,8,3686,298.44444444444446,0,0,0,1
15801,914,1752,2,2,2,58,22.95,5.35,9.48,147777.0,3,838,228.5,0,0,0,1
15802,2067,4963,3,1,0,9,1.01,3.630000000000001,6.1,446823.0,5,2896,344.5,0,0,1,0
15803,2185,6916,4,3,1,13,4.41,6.952173913043478,4.41,666099.0,7,4731,273.125,0,0,1,0
15804,1344,2271,3,2,0,2,0.98,5.75,4.98,379267.0,6,927,192.0,0,0,0,0
15805,1186,3487,2,2,1,9,1.63,5.67,6.26,398341.0,4,2301,237.2,0,0,0,0
15806,2410,7362,5,3,0,17,7.18,5.11,5.41,687099.0,10,4952,219.0909090909091,0,0,1,0
15807,1205,3752,3,2,0,15,1.85,6.952173913043478,9.11,254600.0,5,2547,200.83333333333334,0,0,0,1
15808,1436,3841,2,3,1,21,1.13,7.87,4.98,295742.0,4,2405,287.2,0,0,0,1
15809,2332,5385,4,1,0,39,4.09,7.02,6.95,469881.0,8,3053,259.1111111111111,0,0,0,1
15810,1821,4150,3,3,0,13,24.36,5.99,4.98,474299.0,6,2329,260.14285714285717,0,0,1,0
15811,722,2397,2,3,2,58,24.36,6.952173913043478,3.54,149819.0,3,1675,180.5,0,0,1,0
15812,2848,7814,4,2,2,25,4.87,7.15,4.49,492135.0,8,4966,316.44444444444446,1,0,0,0
15813,1482,3340,2,2,0,9,4.66,4.5,5.21,398775.0,3,1858,370.5,0,0,0,1
15815,1953,4682,4,3,1,9,4.63,5.6,6.26,578574.0,7,2729,244.125,0,0,1,0
15816,2175,6163,2,1,1,3,4.66,6.952173913043478,5.81,340634.0,4,3988,435.0,1,0,0,0
15817,2977,3657,5,1,1,3,1.92,6.952173913043478,3.47,828416.625,9,680,297.7,0,0,1,0
15818,804,1133,1,2,0,9,14.68,8.19,6.45,156550.0,2,329,268.0,0,0,0,1
15819,2296,3014,3,1,0,12,13.97,6.19,4.98,491848.0,5,718,382.6666666666667,0,0,1,0
15820,2246,4379,3,3,1,32,1.39,6.88,1.87,508100.0,5,2133,374.3333333333333,0,1,0,0
15821,1718,3766,3,3,1,28,6.51,6.952173913043478,4.21,483583.0,6,2048,245.42857142857142,0,0,1,0
15822,2272,6710,3,1,2,13,11.76,5.15,1.02,552318.0,5,4438,378.6666666666667,0,0,0,1
15823,2361,4850,3,1,2,44,11.67,10.0,6.45,634144.0,5,2489,393.5,0,0,1,0
15824,971,2752,2,3,1,54,0.62,7.58,4.56,297362.0,4,1781,194.2,0,1,0,0
15825,2850,3979,4,2,1,20,2.92,6.952173913043478,4.98,535601.0,7,1129,356.25,0,1,0,0
15827,1119,3401,2,2,1,24,8.21,9.86,1.0,326796.0,3,2282,279.75,0,0,1,0
15828,1643,4091,3,3,3,5,11.73,6.952173913043478,3.6,502940.0,5,2448,273.8333333333333,0,0,1,0
15829,2955,7340,4,1,1,16,16.95,6.58,4.98,557784.0,7,4385,369.375,1,0,0,0
15830,1615,2665,1,2,1,37,8.66,8.83,4.66,352077.0,2,1050,538.3333333333334,0,1,0,0
15831,1781,4491,2,2,2,32,7.78,6.952173913043478,3.89,236469.0,3,2710,445.25,1,0,0,0
15832,2659,3705,3,1,1,16,0.84,6.952173913043478,4.98,626419.0,5,1046,443.1666666666667,0,0,0,0
15833,1620,5382,3,1,4,17,24.36,6.19,1.0,527050.0,5,3762,270.0,0,0,1,0
15834,1093,1714,2,2,1,24,5.66,6.952173913043478,4.73,327845.0,3,621,273.25,0,0,0,0
15835,1550,2941,2,3,0,1,2.44,4.92,1.62,380725.0,3,1391,387.5,0,0,0,0
15836,2622,8742,5,1,1,62,12.49,5.47,4.98,394441.0,10,6120,238.36363636363637,1,0,0,0
15837,1843,3244,4,3,0,32,24.36,6.952173913043478,4.98,425308.0,7,1401,230.375,0,0,1,0
15838,2958,9333,5,3,1,5,9.54,4.26,3.54,699927.0,10,6375,268.90909090909093,0,0,1,0
15839,2243,5900,4,3,0,9,11.18,6.952173913043478,5.18,457288.0,8,3657,249.22222222222223,0,0,0,1
15840,1413,3579,2,3,1,11,7.23,4.92,3.63,284885.0,4,2166,282.6,1,0,0,0
15841,1831,5581,3,3,1,15,4.11,7.1,4.98,495725.0,5,3750,305.1666666666667,0,0,0,1
15842,1288,3383,2,3,3,47,3.32,5.71,4.69,309060.0,4,2095,257.6,0,0,0,1
15843,1399,4880,3,3,3,5,0.2,7.59,4.98,410305.0,5,3481,233.16666666666666,0,0,0,0
15844,3427,8675,7,2,0,10,5.28,6.952173913043478,7.86,828416.625,13,5248,244.78571428571428,0,0,1,0
15845,2411,5704,3,2,1,14,9.46,6.952173913043478,5.57,382652.0,6,3293,344.42857142857144,1,0,0,0
15846,2317,2799,4,2,2,13,7.81,9.09,5.38,491608.0,8,482,257.44444444444446,0,1,0,0
15847,1426,1767,1,2,0,9,11.57,4.34,3.85,321701.0,2,341,475.3333333333333,0,0,0,1
15848,2742,6051,5,1,1,12,6.1,8.92,5.16,455426.0,9,3309,274.2,1,0,0,0
15849,2460,6776,5,2,0,29,4.52,5.21,4.9,533888.0,9,4316,246.0,0,0,0,1
15850,2929,9333,7,2,1,20,5.98,4.6,4.48,780467.0,13,6404,209.21428571428572,0,1,0,0
15851,2900,8295,5,3,1,32,3.81,6.952173913043478,3.74,757269.0,9,5395,290.0,0,0,0,1
15852,913,2466,2,1,1,0,4.03,10.0,3.64,327163.0,4,1553,182.6,0,1,0,0
15853,1134,3315,2,1,2,14,4.08,8.61,5.16,336950.0,3,2181,283.5,0,1,0,0
15854,1198,3130,3,1,1,1,23.99,7.03,4.98,367117.0,5,1932,199.66666666666666,0,0,1,0
15855,1234,2546,2,2,2,14,9.6,8.27,5.48,427094.0,3,1312,308.5,0,0,1,0
15856,1994,3730,4,3,0,21,0.52,6.952173913043478,4.98,444188.0,7,1736,249.25,0,0,0,1
15857,1460,5076,3,2,0,4,12.31,3.630000000000001,3.87,408869.0,5,3616,243.33333333333334,0,0,1,0
15858,3044,5766,5,3,1,23,5.94,10.0,4.78,694617.0,10,2722,276.72727272727275,0,0,1,0
15859,2943,5009,4,3,0,19,4.11,6.952173913043478,1.0,550982.0,7,2066,367.875,1,0,0,0
15860,1796,4720,2,3,1,18,24.36,6.952173913043478,6.03,376704.0,3,2924,449.0,0,0,0,0
15861,2973,8847,6,1,0,20,4.14,6.83,7.4,828416.625,11,5874,247.75,0,0,0,0
15862,2693,5104,5,3,2,8,2.37,6.952173913043478,4.77,804872.0,9,2411,269.3,0,0,1,0
15863,1530,3926,3,3,0,17,5.02,6.71,4.98,353316.0,5,2396,255.0,1,0,0,0
15864,594,1234,2,1,0,5,1.62,10.0,5.84,286431.0,3,640,148.5,0,0,0,0
15865,1669,3770,3,2,1,36,2.68,10.0,4.89,313233.0,6,2101,238.42857142857142,0,0,0,1
15866,1413,2152,3,2,1,17,21.59,5.9,4.98,291212.0,4,739,282.6,0,0,0,1
15867,1924,3818,4,3,1,21,2.49,9.42,4.98,470111.0,7,1894,240.5,0,0,0,1
15868,1854,4571,3,1,2,6,5.75,10.0,7.53,406896.0,5,2717,309.0,0,0,0,1
15869,1838,2600,3,1,1,1,6.68,9.0,5.82,460201.0,6,762,262.57142857142856,0,0,0,1
15870,2114,4595,2,2,1,5,2.11,8.48,4.66,673585.0,3,2481,528.5,0,0,0,0
15871,1072,3161,2,3,1,7,17.42,7.89,4.41,278490.0,3,2089,268.0,0,0,1,0
15872,2047,2464,4,2,0,41,0.49,6.952173913043478,5.58,375183.0,7,417,255.875,1,0,0,0
15873,1536,3868,2,2,0,57,0.21,9.14,6.59,372235.0,3,2332,384.0,0,0,0,0
15874,1920,4326,3,3,2,6,12.22,4.7,6.66,485437.0,5,2406,320.0,0,0,0,1
15875,2374,4668,4,3,0,7,0.77,6.82,5.61,504455.0,8,2294,263.77777777777777,0,0,0,1
15876,1065,3131,1,2,1,25,1.21,6.02,2.54,271177.0,2,2066,355.0,0,0,0,1
15877,1631,3829,4,2,1,8,2.49,8.27,3.5,276584.0,8,2198,181.22222222222223,1,0,0,0
15878,1729,3848,3,3,2,4,5.61,6.49,3.06,449252.0,5,2119,288.1666666666667,0,1,0,0
15879,1491,2559,1,1,2,15,18.33,8.38,3.74,444012.0,2,1068,497.0,0,0,1,0
15880,2340,6453,4,2,0,11,1.49,7.34,6.23,425317.0,8,4113,260.0,1,0,0,0
15881,1368,2730,3,3,0,1,9.09,4.65,4.49,311924.0,5,1362,228.0,1,0,0,0
15882,1467,2649,2,2,1,16,24.36,6.47,8.29,352101.0,3,1182,366.75,0,0,1,0
15883,1374,2969,2,3,0,17,5.45,7.58,3.25,401540.0,3,1595,343.5,0,0,0,0
15884,2455,5839,4,1,1,6,1.97,10.0,8.65,657358.0,7,3384,306.875,0,0,1,0
15885,1505,3332,2,1,3,17,10.61,10.0,3.99,407659.0,3,1827,376.25,0,1,0,0
15886,2076,4229,3,3,1,5,1.07,6.69,6.08,441880.0,5,2153,346.0,0,0,0,1
15887,2985,9333,6,1,2,11,2.76,6.952173913043478,2.93,649992.0,12,6348,229.6153846153846,1,0,0,0
15888,1755,5326,4,2,0,50,2.47,5.14,5.03,353961.0,8,3571,195.0,0,0,0,1
15889,2467,4608,5,3,0,1,14.34,6.952173913043478,3.77,556418.0,9,2141,246.7,0,0,1,0
15890,2803,7509,4,3,1,80,6.88,6.952173913043478,4.32,548430.0,6,4706,400.42857142857144,0,0,0,1
15891,2416,7721,4,1,1,4,9.78,6.29,4.59,643099.0,7,5305,302.0,0,0,1,0
15892,1790,2845,4,1,3,1,13.72,3.92,1.83,440393.0,7,1055,223.75,0,0,0,1
15893,2185,5081,3,2,0,22,2.03,8.44,6.73,479700.0,6,2896,312.14285714285717,0,1,0,0
15894,1028,1762,2,2,0,8,5.45,6.88,5.2,258122.0,3,734,257.0,0,0,0,1
15895,1332,3595,1,2,3,36,8.59,6.05,6.42,271651.0,2,2263,444.0,0,0,0,1
15896,1437,4120,3,2,0,24,13.5,10.0,4.56,260624.0,5,2683,239.5,1,0,0,0
15897,3144,8349,5,2,0,4,3.65,6.952173913043478,2.35,762163.0,10,5205,285.8181818181818,0,0,0,0
15898,1312,1759,2,2,1,18,15.48,6.86,8.23,335733.0,3,447,328.0,0,0,1,0
15899,1304,1648,1,1,0,43,6.69,9.15,5.31,160790.0,2,344,434.6666666666667,1,0,0,0
15900,1174,2542,3,2,0,4,0.26,6.952173913043478,2.51,449394.0,5,1368,195.66666666666666,0,0,1,0
15901,2136,2732,4,3,1,4,4.37,8.34,4.98,496907.0,7,596,267.0,0,0,0,1
15902,1886,3246,4,2,0,23,20.47,8.2,4.98,317705.0,7,1360,235.75,1,0,0,0
15903,2452,6950,4,2,0,57,20.57,4.92,4.98,481853.0,7,4498,306.5,0,0,0,1
15904,2203,5652,3,1,1,52,8.79,8.72,5.55,323752.0,5,3449,367.1666666666667,1,0,0,0
15905,972,2097,1,1,2,1,7.58,8.11,3.55,345334.0,2,1125,324.0,0,0,1,0
15906,1316,3865,2,3,1,14,10.81,6.952173913043478,3.68,406740.0,3,2549,329.0,0,0,1,0
15907,2619,5067,5,3,0,4,3.03,6.13,5.24,538997.0,10,2448,238.0909090909091,0,0,0,1
15908,1678,5451,1,1,0,18,1.24,6.97,7.02,267032.0,2,3773,559.3333333333334,0,0,0,1
15910,1710,4322,3,3,0,10,10.61,10.0,1.65,326546.0,5,2612,285.0,0,0,0,1
15911,1219,2130,2,1,1,1,4.98,8.55,6.56,313856.0,3,911,304.75,0,0,0,1
15912,1618,3423,3,2,2,13,14.13,6.94,5.74,424894.0,5,1805,269.6666666666667,0,0,0,1
15913,1219,2650,3,3,0,11,13.28,8.69,6.37,366344.0,4,1431,243.8,0,0,1,0
15914,1461,3916,2,1,0,24,0.53,6.04,1.23,378358.0,3,2455,365.25,0,0,0,1
15916,2107,5029,4,2,0,18,0.82,8.79,6.66,397061.0,7,2922,263.375,1,0,0,0
15917,846,2607,3,1,1,13,6.84,6.952173913043478,5.1,234729.0,5,1761,141.0,0,0,0,1
15918,1790,4461,3,2,0,6,19.69,6.952173913043478,6.61,435181.0,4,2671,358.0,0,0,0,0
15919,1448,4226,2,2,1,11,1.4,7.68,7.01,414764.0,4,2778,289.6,0,0,1,0
15920,1411,4488,2,3,1,50,1.5,6.952173913043478,5.62,361959.0,3,3077,352.75,0,0,0,1
15921,1880,5866,3,3,1,7,3.26,6.952173913043478,2.68,477058.0,6,3986,268.57142857142856,0,0,0,1
15922,1470,4665,3,2,3,18,10.28,6.33,4.73,379409.0,5,3195,245.0,0,1,0,0
15924,2513,4885,3,3,1,6,9.73,6.87,7.5,676311.0,5,2372,418.8333333333333,0,0,0,0
15925,2509,5444,4,3,2,2,5.46,6.87,3.61,562034.0,7,2935,313.625,0,0,1,0
15926,1503,3682,2,2,2,17,12.41,5.64,1.0,307173.0,4,2179,300.6,1,0,0,0
15927,1223,3915,2,3,0,28,1.59,4.88,1.0,368954.0,3,2692,305.75,0,0,0,0
15928,1849,2815,4,3,0,10,12.37,7.31,1.99,496841.0,8,966,205.44444444444446,0,1,0,0
15929,1710,3618,3,3,2,11,5.32,4.36,5.9,466433.0,5,1908,285.0,0,0,0,0
15930,1435,4546,2,2,0,21,11.53,6.82,3.63,336620.0,3,3111,358.75,0,1,0,0
15931,1095,3505,1,2,1,1,8.45,3.86,7.0,219232.0,2,2410,365.0,1,0,0,0
15932,1775,4976,3,3,1,24,17.23,6.952173913043478,4.9,383963.0,5,3201,295.8333333333333,0,0,0,1
15933,1558,5447,3,2,1,4,24.36,6.65,8.14,394214.0,6,3889,222.57142857142858,0,1,0,0
15934,2213,4013,5,2,0,8,22.03,7.32,5.99,574495.0,8,1800,245.88888888888889,0,1,0,0
15935,2199,4885,4,2,2,21,4.9,6.78,5.65,496456.0,7,2686,274.875,0,0,1,0
15936,2460,7573,3,2,0,9,10.06,6.21,4.83,428954.0,5,5113,410.0,0,0,0,1
15937,1044,2332,2,3,2,37,5.34,5.34,5.15,207559.0,3,1288,261.0,1,0,0,0
15938,2041,4812,2,2,1,10,11.09,7.51,7.03,349273.0,3,2771,510.25,1,0,0,0
15939,1364,2582,3,1,1,34,3.84,5.97,7.06,345773.0,5,1218,227.33333333333334,0,0,0,0
15940,1068,1840,3,2,3,63,5.97,3.630000000000001,6.09,161022.0,6,772,152.57142857142858,1,0,0,0
15942,2441,7553,4,2,2,11,0.2,6.65,2.98,570664.0,7,5112,305.125,0,1,0,0
15943,1577,4048,3,3,2,0,3.1,6.78,6.39,400547.0,5,2471,262.8333333333333,0,0,0,1
15944,2739,5527,5,3,3,43,11.74,6.78,4.7,661990.0,9,2788,273.9,0,0,1,0
15945,2129,3153,4,3,0,52,4.42,8.9,5.8,408880.0,7,1024,266.125,0,0,0,1
15946,1564,5250,1,2,1,9,3.54,8.76,2.83,399559.0,2,3686,521.3333333333334,0,0,1,0
15947,2496,8226,4,2,2,6,9.7,9.97,5.82,687709.0,7,5730,312.0,0,0,1,0
15948,2067,6126,4,1,3,30,3.21,8.91,2.23,405649.0,6,4059,295.2857142857143,0,0,0,1
15949,1240,2242,2,2,1,28,6.84,5.65,7.09,341516.0,3,1002,310.0,0,0,0,0
15950,2915,7753,4,3,0,6,6.22,7.9,5.54,612962.0,7,4838,364.375,0,0,0,1
15951,1956,5980,3,1,1,1,18.02,6.76,5.85,561852.0,5,4024,326.0,0,0,0,0
15952,1811,6287,4,3,1,9,2.89,5.97,4.22,516879.0,7,4476,226.375,0,0,1,0
15953,1287,1546,2,1,1,0,3.0,6.952173913043478,4.12,358408.0,3,259,321.75,0,0,0,1
15954,2508,4799,5,3,2,71,2.9,5.24,7.56,667069.0,10,2291,228.0,0,1,0,0
15955,2110,6301,3,3,0,8,1.98,6.952173913043478,8.53,516937.0,5,4191,351.6666666666667,0,1,0,0
15956,2178,6449,4,2,2,3,5.7,7.89,1.0,639960.0,8,4271,242.0,0,0,1,0
15957,1495,1899,1,1,1,75,2.32,5.42,1.03,220017.0,2,404,498.3333333333333,1,0,0,0
15958,2300,5395,4,3,1,28,24.36,7.77,3.38,377461.0,7,3095,287.5,1,0,0,0
15959,2347,5185,4,2,2,3,0.8,9.69,4.31,427830.0,7,2838,293.375,1,0,0,0
15960,1399,2436,2,2,1,4,3.47,6.42,5.29,330360.0,3,1037,349.75,0,0,1,0
15961,950,2439,1,2,3,65,20.37,6.952173913043478,2.49,303168.0,2,1489,316.6666666666667,0,0,1,0
15962,2149,6140,4,2,0,17,14.68,4.49,2.59,626569.0,7,3991,268.625,0,0,0,0
15963,856,2521,3,2,0,56,0.28,7.54,7.22,297618.0,5,1665,142.66666666666666,0,0,0,0
15964,1891,4282,3,1,0,5,7.01,9.92,5.2,465368.0,5,2391,315.1666666666667,0,0,1,0
15965,1532,4452,3,3,2,8,4.37,5.3,5.4,436225.0,5,2920,255.33333333333334,0,0,1,0
15966,2531,4543,6,2,1,61,3.43,6.952173913043478,6.24,414665.0,12,2012,194.69230769230768,1,0,0,0
15967,1564,5183,2,2,1,5,5.08,7.13,8.11,434131.0,3,3619,391.0,0,0,1,0
15968,2464,5040,4,3,0,10,4.18,5.76,1.39,451600.0,7,2576,308.0,1,0,0,0
15969,1491,3333,4,3,3,3,9.84,9.62,6.63,455881.0,6,1842,213.0,0,0,0,1
15970,2400,5877,4,3,3,23,0.97,7.66,3.5,419324.0,7,3477,300.0,1,0,0,0
15971,3036,8437,6,1,1,4,22.27,5.93,1.0,772744.0,12,5401,233.53846153846155,0,0,0,0
15972,1159,1994,2,1,1,17,2.42,7.69,3.91,200578.0,3,835,289.75,1,0,0,0
15973,1975,6580,3,3,3,46,7.21,6.18,5.22,398198.0,5,4605,329.1666666666667,1,0,0,0
15974,3427,6096,6,1,0,1,4.3,7.06,5.14,750493.0,11,2669,285.5833333333333,0,0,0,1
15975,1840,5054,3,1,1,33,0.45,7.14,5.96,444341.0,5,3214,306.6666666666667,0,0,1,0
15976,1837,3704,3,1,0,4,6.52,10.0,4.98,449166.0,5,1867,306.1666666666667,0,0,0,1
15977,2273,3752,3,1,1,8,9.51,4.78,4.98,553320.0,5,1479,378.8333333333333,0,0,0,1
15978,1825,3122,3,2,1,45,3.89,6.44,6.03,293273.0,4,1297,365.0,1,0,0,0
15979,776,2122,1,2,2,8,6.95,6.952173913043478,7.27,247366.0,2,1346,258.6666666666667,0,0,1,0
15980,2479,3300,5,1,0,22,3.12,6.952173913043478,4.98,520651.0,9,821,247.9,0,0,0,1
15983,2524,5019,4,2,0,5,13.98,7.89,9.57,568231.0,8,2495,280.44444444444446,0,0,0,1
15984,1586,4390,2,3,3,29,6.78,5.51,6.03,448388.0,3,2804,396.5,0,0,0,0
15985,1384,3171,2,1,1,16,6.07,6.0,5.96,326328.0,3,1787,346.0,0,0,0,1
15986,2328,3204,3,3,2,4,9.12,6.952173913043478,3.91,663782.0,6,876,332.57142857142856,0,0,1,0
15987,1289,4273,2,3,2,1,1.95,6.952173913043478,3.76,283352.0,3,2984,322.25,1,0,0,0
15988,1067,1586,1,3,1,38,1.38,6.74,6.02,286548.0,2,519,355.6666666666667,0,1,0,0
15989,1965,3291,4,3,1,79,6.33,6.952173913043478,4.15,573119.0,7,1326,245.625,0,0,0,0
15990,1690,4402,4,1,1,13,23.15,6.952173913043478,1.16,514773.0,7,2712,211.25,0,0,0,0
15991,1054,1397,2,3,1,50,9.24,6.58,3.37,194861.0,3,343,263.5,0,0,0,1
15992,2182,7132,3,3,2,4,16.52,3.69,1.68,563565.0,5,4950,363.6666666666667,0,0,0,1
15993,2079,5721,2,3,0,6,20.32,6.73,3.84,464603.0,3,3642,519.75,0,0,1,0
15994,1584,4663,3,2,3,7,24.36,5.09,2.8,252177.0,6,3079,226.28571428571428,1,0,0,0
15995,1625,3783,4,3,2,18,3.61,10.0,5.83,447665.0,8,2158,180.55555555555554,0,0,0,1
15996,2082,5059,4,2,1,30,6.38,8.15,4.26,591690.0,6,2977,297.42857142857144,0,1,0,0
15997,2514,6706,3,3,1,2,24.36,7.0,2.03,634882.0,5,4192,419.0,0,0,1,0
15998,1630,4986,2,1,0,2,2.69,7.7,5.88,301189.0,3,3356,407.5,1,0,0,0
15999,2193,4463,4,3,0,5,15.67,9.15,7.29,322488.0,7,2270,274.125,1,0,0,0
16000,2139,4474,4,2,2,0,18.45,3.9,4.66,365840.0,7,2335,267.375,1,0,0,0
16001,2328,3704,3,3,1,30,13.72,6.952173913043478,6.91,623988.0,5,1376,388.0,0,0,1,0
16002,1824,4882,5,1,0,80,2.92,6.55,7.21,330936.0,9,3058,182.4,1,0,0,0
16004,1523,4943,3,3,2,12,23.8,6.38,4.84,383461.0,6,3420,217.57142857142858,0,0,0,1
16005,2006,4551,3,3,0,7,4.86,7.53,4.76,455851.0,6,2545,286.57142857142856,0,0,1,0
16006,2891,5388,6,2,0,28,24.36,9.58,5.08,750903.0,11,2497,240.91666666666666,0,1,0,0
16007,1510,4373,3,2,3,14,15.14,6.63,7.99,376216.0,6,2863,215.71428571428572,0,0,1,0
16008,2283,3303,4,2,1,11,5.99,7.69,2.33,581822.0,8,1020,253.66666666666666,0,0,0,0
